Question	Label
Does drug 4-Iodobenzo[B]Thiophene-2-Carboxamidine interact with protein Prothrombin?	1
Does drug CRA_8696 interact with protein Prothrombin?	1
Does drug gamma-carboxy-L-glutamic acid interact with protein Prothrombin?	1
Does drug 6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine interact with protein Prothrombin?	1
Does drug Lysophosphotidylserine interact with protein Prothrombin?	1
Does drug N-{2,2-DIFLUORO-2-[(2R)-PIPERIDIN-2-YL]ETHYL}-2-[2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL][1,3]OXAZOLO[4,5-C]PYRIDIN-4-AMINE interact with protein Prothrombin?	1
Does drug TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE interact with protein Prothrombin?	1
Does drug 2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide interact with protein Prothrombin?	1
Does drug 1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE interact with protein Prothrombin?	1
Does drug 1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE interact with protein Prothrombin?	1
Does drug Suramin interact with protein Prothrombin?	1
Does drug Ximelagatran interact with protein Prothrombin?	1
Does drug Flovagatran interact with protein Prothrombin?	1
Does drug Dabigatran etexilate interact with protein Prothrombin?	1
Does drug methyl L-phenylalaninate interact with protein Prothrombin?	1
Does drug [(2R)-1-[(2S)-2-[[(2S,3S)-1-Chloro-6-(diaminomethylideneamino)-2-hydroxyhexan-3-yl]carbamoyl]pyrrolidin-1-yl]-1-oxo-3-phenylpropan-2-yl]azanium interact with protein Prothrombin?	1
Does drug (S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide interact with protein Prothrombin?	1
Does drug (S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide interact with protein Prothrombin?	1
Does drug N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE interact with protein Prothrombin?	1
Does drug 6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE interact with protein Prothrombin?	1
Does drug 6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID interact with protein Prothrombin?	1
Does drug 6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID interact with protein Prothrombin?	1
Does drug N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug 1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE interact with protein Prothrombin?	1
Does drug 1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug D-leucyl-N-(3-chlorobenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug 1-butanoyl-N-(4-carbamimidoylbenzyl)-L-prolinamide interact with protein Prothrombin?	1
Does drug Ergocalciferol interact with protein Small ribosomal subunit protein uS10?	1
Does drug Fusicoccin interact with protein Methionine aminopeptidase?	1
Does drug Isopropyl beta-D-thiogalactopyranoside interact with protein Extended-spectrum beta-lactamase PER-1?	1
Does drug Iodobenzene interact with protein L-fucose isomerase?	1
Does drug Grepafloxacin interact with protein Matrix metalloproteinase-19?	1
Does drug Flavin adenine dinucleotide interact with protein Macrophage metalloelastase?	1
Does drug Boceprevir interact with protein Flavodoxin?	1
Does drug Erteberel interact with protein Keratin, type I cytoskeletal 12?	1
Does drug Ursodeoxycholic acid interact with protein ATP-sensitive inward rectifier potassium channel 8?	1
Does drug Epoprostenol interact with protein Fatty acid-binding protein TM_1468?	1
Does drug Levomilnacipran interact with protein Tubulin beta-3 chain?	1
Does drug Penicillin G Acyl-Serine interact with protein Mast/stem cell growth factor receptor Kit?	1
Does drug Eflornithine interact with protein Bone morphogenetic protein receptor type-1B?	1
Does drug Etelcalcetide interact with protein Nuclear factor NF-kappa-B p100 subunit?	1
Does drug Valaciclovir interact with protein L-asparaginase?	1
Does drug Monofluorophosphate ion interact with protein Acetyl-CoA acetyltransferase?	1
Does drug Dexrazoxane interact with protein Large ribosomal subunit protein uL29?	1
Does drug Lomerizine interact with protein UDP-N-acetylenolpyruvoylglucosamine reductase?	1
Does drug Alendronic acid interact with protein 1-deoxy-D-xylulose 5-phosphate reductoisomerase?	1
Does drug Phenyltoloxamine interact with protein Response regulator PleD?	1
Does drug Edoxudine interact with protein Cytochrome c-552?	1
Does drug Alvimopan interact with protein Peptide deformylase?	1
Does drug Quinine interact with protein Microtubule-associated protein 2?	1
Does drug Bretylium interact with protein Galectin-2?	1
Does drug Pyruvic acid interact with protein Sterol O-acyltransferase 2?	1
Does drug Arginine interact with protein Ribose-5-phosphate isomerase A?	1
Does drug (R,R)-2,3-Butanediol interact with protein Ferripyoverdine receptor?	1
Does drug Roxithromycin interact with protein SEC14-like protein 4?	1
Does drug 2s,4r-4-Methylglutamate interact with protein Corrinoid adenosyltransferase MMAB?	1
Does drug Phosphomethylphosphonic acid guanosyl ester interact with protein Alkaline phosphatase, tissue-nonspecific isozyme?	1
Does drug Vidarabine interact with protein Probable pyruvate-flavodoxin oxidoreductase?	1
Does drug Tanespimycin interact with protein Ferredoxin--NADP reductase?	1
Does drug S-(2,4-dinitrophenyl)glutathione interact with protein Phosphopantetheine adenylyltransferase?	1
Does drug Arformoterol interact with protein Vitamin K-dependent protein C?	1
Does drug Vortioxetine interact with protein DNA beta-glucosyltransferase?	1
Does drug Isoprenaline interact with protein Cryptochrome DASH?	1
Does drug Cefadroxil interact with protein Serine/threonine-protein kinase PAK 3?	1
Does drug Carglumic acid interact with protein Caspase-1?	1
Does drug Clopidogrel interact with protein ATP phosphoribosyltransferase?	1
Does drug Olsalazine interact with protein Cathepsin G?	1
Does drug Sarpogrelate interact with protein Iron-dependent extradiol dioxygenase?	1
Does drug Dihydrofolic Acid interact with protein Glutathione S-transferase A4?	1
Does drug 3,5-Dinitrocatechol interact with protein Glutamate dehydrogenase 2, mitochondrial?	1
Does drug AICA ribonucleotide interact with protein Tubulin beta chain?	1
Does drug N-Valeric Acid interact with protein Aspartate ammonia-lyase?	1
Does drug Tetrahydrodeoxyuridine interact with protein Oxytocin receptor?	1
Does drug (2s)-Pyrrolidin-2-Ylmethylamine interact with protein tRNA?	1
Does drug Remifentanil interact with protein NADPH-flavin oxidoreductase?	1
Does drug D-naphthyl-1-acetamido boronic acid alanine interact with protein Motilin receptor?	1
Does drug Gemifloxacin interact with protein GDP-mannose 6-dehydrogenase?	1
Does drug Niflumic acid interact with protein Uridine phosphorylase 1?	1
Does drug 5-Aminoimidazole Ribonucleoside interact with protein Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial?	1
Does drug Reidispongiolide A interact with protein Calcitonin receptor?	1
Does drug trans-2-hydroxycinnamic acid interact with protein Aminoglycoside N?	1
Does drug Fluticasone furoate interact with protein Glutamate receptor ionotropic, kainate 4?	1
Does drug Baricitinib interact with protein Arabinose operon regulatory protein?	1
Does drug OLOMOUCINE II interact with protein Indole-3-pyruvate decarboxylase?	1
Does drug Avasimibe interact with protein Mitogen-activated protein kinase kinase kinase kinase 1?	1
Does drug 2-Cyclopropylmethylenepropanal interact with protein Uridine-cytidine kinase 2?	1
Does drug 6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid interact with protein Arsenical pump-driving ATPase?	1
Does drug 2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID interact with protein Benzoylformate decarboxylase?	1
Does drug 1-[5-Methyl-2-(trifluoromethyl)furan-3-yl]-3-[5-[2-[[6-(1H-1,2,4-triazol-5-ylamino)pyrimidin-4-yl]amino]ethyl]-1,3-thiazol-2-yl]urea interact with protein Beta-lactamase?	1
Does drug 4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol interact with protein Diacylglycerol kinase delta?	1
Does drug S-Adenosyl-L-Homoselenocysteine interact with protein Reaction center protein L chain?	1
Does drug 5,6-Dimethylbenzimidazole interact with protein Interleukin-1 receptor-associated kinase 1?	1
Does drug Sinefungin interact with protein Group IIE secretory phospholipase A2?	1
Does drug 2-Decenoyl N-Acetyl Cysteamine interact with protein Reaction center protein H chain?	1
Does drug 2-O-Methyl-beta-L-fucopyranose interact with protein Octanoyltransferase?	1
Does drug S-benzylglutathione interact with protein ATP-dependent DNA helicase RecQ?	1
Does drug Medrysone interact with protein Isocitrate lyase?	1
Does drug Nonivamide interact with protein Muscarinic acetylcholine receptor M3?	1
Does drug 5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE interact with protein Annexin A4?	1
Does drug Cefiderocol interact with protein Sodium-dependent proline transporter?	1
Does drug 2',3'-Dideoxyadenosine triphosphate interact with protein Tyrosine-protein kinase TXK?	1
Does drug Alpha-D-Galactose-1-Phosphate interact with protein N-acetylglucosamine-6-phosphate deacetylase?	1
Does drug Formycin interact with protein L-lactate dehydrogenase C chain?	1
Does drug Lamivudine interact with protein Trafficking protein particle complex subunit 6B?	1
Does drug RPR131247 interact with protein Geranylgeranyl transferase type-2 subunit alpha?	1
Does drug L-Leucyl-Hydroxylamine interact with protein Uncharacterized serine/threonine-protein kinase SBK3?	1
Does drug Etafedrine interact with protein 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1?	1
Does drug 2-Iminiopropanoate interact with protein Mitogen-activated protein kinase 10?	1
Does drug Trans-O-Hydroxy-Alpha-Methyl Cinnamate interact with protein Synaptic vesicle glycoprotein 2A?	1
Does drug 1-Naphthyl-L-alanine interact with protein CAI-1 autoinducer synthase?	1
Does drug tert-butyl 4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine-1-carboxylate interact with protein 5-hydroxytryptamine receptor 1D?	1
Does drug Brigatinib interact with protein E3 ubiquitin-protein ligase TRIM13?	1
Does drug 6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol interact with protein Myosin light chain 6B?	1
Does drug Astaxanthin interact with protein Solute carrier family 13 member 1?	1
Does drug Carfilzomib interact with protein 72 kDa type IV collagenase?	1
Does drug Quizartinib interact with protein Nitric oxide synthase oxygenase?	1
Does drug 4-Methyl-N-[5-(5-methyl-furan-2-ylmethylene)-4-oxo-thiazolidin-2-ylidene]-benzenesulfonamide interact with protein 3-phosphoshikimate 1-carboxyvinyltransferase?	1
Does drug (S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide interact with protein Cystathionine beta-synthase?	1
Does drug Betamethasone interact with protein Response regulator PleD?	1
Does drug 4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE interact with protein Macrophage metalloelastase?	1
Does drug 3-AMINO-AZACYCLOTRIDECAN-2-ONE interact with protein Elongation factor 1-alpha 1?	1
Does drug Butobarbital interact with protein Folate receptor alpha?	1
Does drug Thymectacin interact with protein Transforming protein RhoA?	1
Does drug Propidium interact with protein Ribosomal small subunit pseudouridine synthase A?	1
Does drug (3r)-1-Acetyl-3-Methylpiperidine interact with protein ADP/ATP translocase 2?	1
Does drug Tolterodine interact with protein Organic cation/carnitine transporter 2?	1
Does drug Miconazole interact with protein Reaction center protein H chain?	1
Does drug Aclidinium interact with protein Methionine aminopeptidase 2?	1
Does drug Fusicoccin interact with protein Methionine aminopeptidase?	0
Does drug Isopropyl beta-D-thiogalactopyranoside interact with protein Extended-spectrum beta-lactamase PER-1?	0
Does drug Iodobenzene interact with protein L-fucose isomerase?	0
Does drug Grepafloxacin interact with protein Matrix metalloproteinase-19?	0
Does drug Flavin adenine dinucleotide interact with protein Macrophage metalloelastase?	0
Does drug Boceprevir interact with protein Flavodoxin?	0
Does drug Erteberel interact with protein Keratin, type I cytoskeletal 12?	0
Does drug Ursodeoxycholic acid interact with protein ATP-sensitive inward rectifier potassium channel 8?	0
Does drug Epoprostenol interact with protein Fatty acid-binding protein TM_1468?	0
Does drug Levomilnacipran interact with protein Tubulin beta-3 chain?	0
Does drug Penicillin G Acyl-Serine interact with protein Mast/stem cell growth factor receptor Kit?	0
Does drug Eflornithine interact with protein Bone morphogenetic protein receptor type-1B?	0
Does drug Etelcalcetide interact with protein Nuclear factor NF-kappa-B p100 subunit?	0
Does drug Valaciclovir interact with protein L-asparaginase?	0
Does drug Monofluorophosphate ion interact with protein Acetyl-CoA acetyltransferase?	0
Does drug Dexrazoxane interact with protein Large ribosomal subunit protein uL29?	0
Does drug Lomerizine interact with protein UDP-N-acetylenolpyruvoylglucosamine reductase?	0
Does drug Alendronic acid interact with protein 1-deoxy-D-xylulose 5-phosphate reductoisomerase?	0
Does drug Phenyltoloxamine interact with protein Response regulator PleD?	0
Does drug Edoxudine interact with protein Cytochrome c-552?	0
Does drug Alvimopan interact with protein Peptide deformylase?	0
Does drug Quinine interact with protein Microtubule-associated protein 2?	0
Does drug Bretylium interact with protein Galectin-2?	0
Does drug Pyruvic acid interact with protein Sterol O-acyltransferase 2?	0
Does drug Arginine interact with protein Ribose-5-phosphate isomerase A?	0
Does drug (R,R)-2,3-Butanediol interact with protein Ferripyoverdine receptor?	0
Does drug Roxithromycin interact with protein SEC14-like protein 4?	0
Does drug 2s,4r-4-Methylglutamate interact with protein Corrinoid adenosyltransferase MMAB?	0
Does drug Phosphomethylphosphonic acid guanosyl ester interact with protein Alkaline phosphatase, tissue-nonspecific isozyme?	0
Does drug Vidarabine interact with protein Probable pyruvate-flavodoxin oxidoreductase?	0
Does drug Tanespimycin interact with protein Ferredoxin--NADP reductase?	0
Does drug S-(2,4-dinitrophenyl)glutathione interact with protein Phosphopantetheine adenylyltransferase?	0
Does drug Arformoterol interact with protein Vitamin K-dependent protein C?	0
Does drug Vortioxetine interact with protein DNA beta-glucosyltransferase?	0
Does drug Isoprenaline interact with protein Cryptochrome DASH?	0
Does drug Cefadroxil interact with protein Serine/threonine-protein kinase PAK 3?	0
Does drug Carglumic acid interact with protein Caspase-1?	0
Does drug Clopidogrel interact with protein ATP phosphoribosyltransferase?	0
Does drug Olsalazine interact with protein Cathepsin G?	0
Does drug Sarpogrelate interact with protein Iron-dependent extradiol dioxygenase?	0
Does drug Dihydrofolic Acid interact with protein Glutathione S-transferase A4?	0
Does drug 3,5-Dinitrocatechol interact with protein Glutamate dehydrogenase 2, mitochondrial?	0
Does drug AICA ribonucleotide interact with protein Tubulin beta chain?	0
Does drug N-Valeric Acid interact with protein Aspartate ammonia-lyase?	0
Does drug Tetrahydrodeoxyuridine interact with protein Oxytocin receptor?	0
Does drug (2s)-Pyrrolidin-2-Ylmethylamine interact with protein tRNA?	0
Does drug Remifentanil interact with protein NADPH-flavin oxidoreductase?	0
Does drug D-naphthyl-1-acetamido boronic acid alanine interact with protein Motilin receptor?	0
Does drug Gemifloxacin interact with protein GDP-mannose 6-dehydrogenase?	0
Does drug Niflumic acid interact with protein Uridine phosphorylase 1?	0
Does drug 5-Aminoimidazole Ribonucleoside interact with protein Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial?	0
Does drug Reidispongiolide A interact with protein Calcitonin receptor?	0
Does drug trans-2-hydroxycinnamic acid interact with protein Aminoglycoside N?	0
Does drug Fluticasone furoate interact with protein Glutamate receptor ionotropic, kainate 4?	0
Does drug Baricitinib interact with protein Arabinose operon regulatory protein?	0
Does drug OLOMOUCINE II interact with protein Indole-3-pyruvate decarboxylase?	0
Does drug Avasimibe interact with protein Mitogen-activated protein kinase kinase kinase kinase 1?	0
Does drug 2-Cyclopropylmethylenepropanal interact with protein Uridine-cytidine kinase 2?	0
Does drug 6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid interact with protein Arsenical pump-driving ATPase?	0
Does drug 2'-HYDROXY-1,1'-BIPHENYL-2-SULFINIC ACID interact with protein Benzoylformate decarboxylase?	0
Does drug 1-[5-Methyl-2-(trifluoromethyl)furan-3-yl]-3-[5-[2-[[6-(1H-1,2,4-triazol-5-ylamino)pyrimidin-4-yl]amino]ethyl]-1,3-thiazol-2-yl]urea interact with protein Beta-lactamase?	0
Does drug 4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol interact with protein Diacylglycerol kinase delta?	0
Does drug S-Adenosyl-L-Homoselenocysteine interact with protein Reaction center protein L chain?	0
Does drug 5,6-Dimethylbenzimidazole interact with protein Interleukin-1 receptor-associated kinase 1?	0
Does drug Sinefungin interact with protein Group IIE secretory phospholipase A2?	0
Does drug 2-Decenoyl N-Acetyl Cysteamine interact with protein Reaction center protein H chain?	0
Does drug 2-O-Methyl-beta-L-fucopyranose interact with protein Octanoyltransferase?	0
Does drug S-benzylglutathione interact with protein ATP-dependent DNA helicase RecQ?	0
Does drug Medrysone interact with protein Isocitrate lyase?	0
Does drug Nonivamide interact with protein Muscarinic acetylcholine receptor M3?	0
Does drug 5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE interact with protein Annexin A4?	0
Does drug Cefiderocol interact with protein Sodium-dependent proline transporter?	0
Does drug 2',3'-Dideoxyadenosine triphosphate interact with protein Tyrosine-protein kinase TXK?	0
Does drug Alpha-D-Galactose-1-Phosphate interact with protein N-acetylglucosamine-6-phosphate deacetylase?	0
Does drug Formycin interact with protein L-lactate dehydrogenase C chain?	0
Does drug Lamivudine interact with protein Trafficking protein particle complex subunit 6B?	0
Does drug RPR131247 interact with protein Geranylgeranyl transferase type-2 subunit alpha?	0
Does drug L-Leucyl-Hydroxylamine interact with protein Uncharacterized serine/threonine-protein kinase SBK3?	0
Does drug Etafedrine interact with protein 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1?	0
Does drug 2-Iminiopropanoate interact with protein Mitogen-activated protein kinase 10?	0
Does drug Trans-O-Hydroxy-Alpha-Methyl Cinnamate interact with protein Synaptic vesicle glycoprotein 2A?	0
Does drug 1-Naphthyl-L-alanine interact with protein CAI-1 autoinducer synthase?	0
Does drug tert-butyl 4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine-1-carboxylate interact with protein 5-hydroxytryptamine receptor 1D?	0
Does drug Brigatinib interact with protein E3 ubiquitin-protein ligase TRIM13?	0
Does drug 6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol interact with protein Myosin light chain 6B?	0
Does drug Astaxanthin interact with protein Solute carrier family 13 member 1?	0
Does drug Carfilzomib interact with protein 72 kDa type IV collagenase?	0
Does drug Quizartinib interact with protein Nitric oxide synthase oxygenase?	0
Does drug 4-Methyl-N-[5-(5-methyl-furan-2-ylmethylene)-4-oxo-thiazolidin-2-ylidene]-benzenesulfonamide interact with protein 3-phosphoshikimate 1-carboxyvinyltransferase?	0
Does drug (S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide interact with protein Cystathionine beta-synthase?	0
Does drug Betamethasone interact with protein Response regulator PleD?	0
Does drug 4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE interact with protein Macrophage metalloelastase?	0
Does drug 3-AMINO-AZACYCLOTRIDECAN-2-ONE interact with protein Elongation factor 1-alpha 1?	0
Does drug Butobarbital interact with protein Folate receptor alpha?	0
Does drug Thymectacin interact with protein Transforming protein RhoA?	0
Does drug Propidium interact with protein Ribosomal small subunit pseudouridine synthase A?	0
Does drug (3r)-1-Acetyl-3-Methylpiperidine interact with protein ADP/ATP translocase 2?	0
Does drug Tolterodine interact with protein Organic cation/carnitine transporter 2?	0
Does drug Miconazole interact with protein Reaction center protein H chain?	0
Does drug Aclidinium interact with protein Methionine aminopeptidase 2?	0
Does drug Pyridoxal phosphate interact with protein Glycogen phosphorylase, liver form?	1
Does drug Ertapenem interact with protein Peptidoglycan D,D-transpeptidase FtsI?	1
Does drug Pyridoxal phosphate interact with protein Histidine decarboxylase?	1
Does drug Glutamic acid interact with protein Glutaminase liver isoform, mitochondrial?	1
Does drug Propylene glycol interact with protein Coagulation factor XIII A chain?	1
Does drug N-Acetyl-Serine interact with protein Coagulation factor XIII A chain?	1
Does drug Arginine interact with protein Nitric oxide synthase, inducible?	1
Does drug Citrulline interact with protein Nitric oxide synthase, inducible?	1
Does drug Miconazole interact with protein Nitric oxide synthase, inducible?	1
Does drug Dexamethasone interact with protein Nitric oxide synthase, inducible?	1
Does drug N,N-dimethylarginine interact with protein Nitric oxide synthase, inducible?	1
Does drug 4R-Fluoro-N6-ethanimidoyl-L-lysine interact with protein Nitric oxide synthase, inducible?	1
Does drug 3-Bromo-7-Nitroindazole interact with protein Nitric oxide synthase, inducible?	1
Does drug N-[3-(aminomethyl)benzyl]acetamidine interact with protein Nitric oxide synthase, inducible?	1
Does drug 7-Nitroindazole interact with protein Nitric oxide synthase, inducible?	1
Does drug S-Ethylisothiourea interact with protein Nitric oxide synthase, inducible?	1
Does drug Thiocoumarin interact with protein Nitric oxide synthase, inducible?	1
Does drug N-omega-propyl-L-arginine interact with protein Nitric oxide synthase, inducible?	1
Does drug 6-Nitroindazole interact with protein Nitric oxide synthase, inducible?	1
Does drug N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine interact with protein Nitric oxide synthase, inducible?	1
Does drug Imidazole interact with protein Nitric oxide synthase, inducible?	1
Does drug N-(4-{2-[(3-chlorobenzyl)amino]ethyl}phenyl)thiophene-2-carboximidamide interact with protein Nitric oxide synthase, inducible?	1
Does drug Thiocitrulline interact with protein Nitric oxide synthase, inducible?	1
Does drug L-erythro-7,8-dihydrobiopterin interact with protein Nitric oxide synthase, inducible?	1
Does drug 5-Nitroindazole interact with protein Nitric oxide synthase, inducible?	1
Does drug Fenoxaprop-ethyl interact with protein Nitric oxide synthase, inducible?	1
Does drug Pimagedine interact with protein Nitric oxide synthase, inducible?	1
Does drug 5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE interact with protein Nitric oxide synthase, inducible?	1
Does drug N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE interact with protein Nitric oxide synthase, inducible?	1
Does drug 4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile interact with protein Nitric oxide synthase, inducible?	1
Does drug (2S)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine interact with protein Nitric oxide synthase, inducible?	1
Does drug (3R)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine interact with protein Nitric oxide synthase, inducible?	1
